Name	Molecular form	Microbe	Strain	Target	PubMed ID
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA gyrase subunit B	11178337
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA gyrase subunit A	11178337
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA gyrase subunit B	11178337
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA gyrase subunit A	11178337
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA gyrase subunit B	12835539
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA gyrase subunit A	12835539
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA topoisomerase 4 subunit A	12835539
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA topoisomerase 4 subunit B	12835539
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA gyrase subunit B	12835539
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA gyrase subunit A	12835539
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA topoisomerase 4 subunit A	12835539
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA topoisomerase 4 subunit B	12835539
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA gyrase subunit B	15673722
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA gyrase subunit A	15673722
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA topoisomerase 4 subunit A	15673722
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA topoisomerase 4 subunit B	15673722
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA gyrase subunit B	15673722
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA gyrase subunit A	15673722
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA topoisomerase 4 subunit A	15673722
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA topoisomerase 4 subunit B	15673722
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA gyrase subunit B	17253913
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA gyrase subunit A	17253913
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA topoisomerase 4 subunit A	17253913
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA topoisomerase 4 subunit B	17253913
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA gyrase subunit B	17253913
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA gyrase subunit A	17253913
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA topoisomerase 4 subunit A	17253913
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA topoisomerase 4 subunit B	17253913
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA gyrase subunit B	17970226
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA gyrase subunit A	17970226
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA topoisomerase 4 subunit A	17970226
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	ATCC BAA-334	DNA topoisomerase 4 subunit B	17970226
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA gyrase subunit B	17970226
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA gyrase subunit A	17970226
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA topoisomerase 4 subunit A	17970226
Gatifloxacin	C19H22FN3O4	Streptococcus pneumoniae serotype 4	TIGR4	DNA topoisomerase 4 subunit B	17970226
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	ATCC 51907	DNA gyrase subunit A	11796351
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	ATCC 51907	DNA topoisomerase 4 subunit A	11796351
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	DSM 11121	DNA gyrase subunit A	11796351
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	DSM 11121	DNA topoisomerase 4 subunit A	11796351
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	KW20 	DNA gyrase subunit A	11796351
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	KW20 	DNA topoisomerase 4 subunit A	11796351
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	Rd	DNA gyrase subunit A	11796351
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	Rd	DNA topoisomerase 4 subunit A	11796351
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	ATCC 51907	DNA gyrase subunit A	12842332
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	DSM 11121	DNA gyrase subunit A	12842332
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	KW20 	DNA gyrase subunit A	12842332
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	Rd	DNA gyrase subunit A	12842332
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	ATCC 51907	DNA gyrase subunit A	15664487
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	ATCC 51907	DNA topoisomerase 4 subunit A	15664487
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	DSM 11121	DNA gyrase subunit A	15664487
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	DSM 11121	DNA topoisomerase 4 subunit A	15664487
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	KW20 	DNA gyrase subunit A	15664487
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	KW20 	DNA topoisomerase 4 subunit A	15664487
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	Rd	DNA gyrase subunit A	15664487
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	Rd	DNA topoisomerase 4 subunit A	15664487
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	ATCC 51907	DNA gyrase subunit A	17016423
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	ATCC 51907	DNA topoisomerase 4 subunit A	17016423
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	DSM 11121	DNA gyrase subunit A	17016423
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	DSM 11121	DNA topoisomerase 4 subunit A	17016423
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	KW20 	DNA gyrase subunit A	17016423
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	KW20 	DNA topoisomerase 4 subunit A	17016423
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	Rd	DNA gyrase subunit A	17016423
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	Rd	DNA topoisomerase 4 subunit A	17016423
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	ATCC 51907	DNA gyrase subunit A	17139284
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	ATCC 51907	DNA topoisomerase 4 subunit A	17139284
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	DSM 11121	DNA gyrase subunit A	17139284
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	DSM 11121	DNA topoisomerase 4 subunit A	17139284
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	KW20 	DNA gyrase subunit A	17139284
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	KW20 	DNA topoisomerase 4 subunit A	17139284
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	Rd	DNA gyrase subunit A	17139284
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	Rd	DNA topoisomerase 4 subunit A	17139284
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	ATCC 51907	DNA topoisomerase 4 subunit A	17296740
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	DSM 11121	DNA topoisomerase 4 subunit A	17296740
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	KW20 	DNA topoisomerase 4 subunit A	17296740
Gemifloxacin	C19H22FN3O4	Haemophilus influenzae	Rd	DNA topoisomerase 4 subunit A	17296740
Genistein	C15H10O5	Eubacterium ramulus	Not Specified	N/A	11959436
Genistein	C15H10O5	Bacteroides uniformis	Not Specified	N/A	21525249
Gentamicin	C21H43N5O7	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	10619838
Gentamicin	C21H43N5O7	Escherichia coli	K12	30S ribosomal protein S12	10619838
Gentamicin	C21H43N5O7	Escherichia coli	K12	30S ribosomal protein S12	11282646
Gentamicin	C21H43N5O7	Bacillus subtilis	168	NH(3)-dependent NAD(+) synthetase	12852767
Gentamicin	C21H43N5O7	Escherichia coli	K12	30S ribosomal protein S12	14602594
Gentamicin	C21H43N5O7	Escherichia coli	K12	30S ribosomal protein S12	15332709
Gentamicin	C21H43N5O7	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	17065620
Gentamicin	C21H43N5O7	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	17158944
Gentamicin	C21H43N5O7	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	17224412
Gentamicin?	C21H43N5O7	Escherichia coli	K12	30S ribosomal protein S12	10619838
Gentamicin?	C21H43N5O7	Escherichia coli	K12	30S ribosomal protein S12	11282646
Gentamicin?	C21H43N5O7	Escherichia coli	K12	30S ribosomal protein S12	14602594
Ginger oil	N/A	Staphylococcus aureus	ATCC 6538	N/A	25027570
GL13K	C68H130N18O14	Pseudomonas aeruginosa	PAO1	N/A	23917321
GL13K	C68H130N18O14	Streptococcus gordonii	ML-5	N/A	25372402
Glipizide	C21H27N5O4S	Bacillus subtilis	ATCC 39087	N/A	25038633
Glucose	C6H12O6	Campylobacter jejuni	M129	N/A	17259368
Glycinamide hydrochloride	C2H7ClN2O	Actinomyces oris	MG1	N/A	25081571
Glycinamide hydrochloride	C2H7ClN2O	Streptococcus mutans	UA159	N/A	25081571
Glycinamide hydrochloride	C2H7ClN2O	Streptococcus sanguis	10556	N/A	25081571
Glycomonoterpenes (G-citral)	C17H28O6	Pseudomonas aeruginosa	NCIM 5029	N/A	27854038
Glycomonoterpenes (G-citral)	C17H28O6	Vibrio cholerae	MTCC 0139	N/A	27854038
Glycomonoterpenes (G-citron)	C17H30O7	Pseudomonas aeruginosa	NCIM 5029	N/A	27854038
Glycomonoterpenes (G-citron)	C17H30O7	Vibrio cholerae	MTCC 0139	N/A	27854038
Gossypetin hexamethyl ether	C21H22O8	Vibrio harveyi	BB120	N/A	26140409
Grepafloxacin	C19H22FN3O3	Stenotrophomonas maltophilia	SM33	N/A	14693533
Guaiacol	C7H8O2	Escherichia coli	O157:H7	N/A	27808174
GW 5074	C15H8Br2INO2	Candida albicans	BWP17	N/A	21903824
GW-9662	C13H9ClN2O3	Candida albicans	BWP17	N/A	21903824
HA14-1	C17H17BrN2O5	Candida albicans	BWP17	N/A	21903824
Hamamelitannin	C20H20O14	Burkholderia cenocepacia	LMG 16656	N/A	26828772
Hamamelitannin	C20H20O14	Pseudomonas aeruginosa	PA02	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus aureus	Mu50	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus aureus	NRS384	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus aureus	New bould 305	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus aureus	NRS149	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus aureus	NRS123	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus aureus	NRS112	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus aureus	NRS153	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus capitis	ET005	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus caprae	NW003	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus chromogenes	NW110	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus cohnii	ET027	N/A	26828772
Hamamelitannin	C20H20O14	Staphylococcus epidermidis	ET013	N/A	26828772
HE10	C63H111N23O11	Staphylococcus aureus	MRSA	N/A	26221537
HE12	C63H103N21O11	Staphylococcus aureus	MRSA	N/A	26221537
HE4	C77H126N26O13	Staphylococcus aureus	MRSA	N/A	26221537
Hepcidin 20	C85H143N27O23S9	Staphylococcus epidermidis	SeBER	N/A	24645694
Heptadecanoic acid	C17H34O2	Pseudomonas aeruginosa	PAO1	N/A	22045628
Heptamethoxyflavone	C22H24O9	Escherichia coli	O157:H7 (ATCC 43895)	N/A	23891936
Heptamethoxyflavone	C22H24O9	Vibrio harveyi	BB120	N/A	26140409
Hesperetin	C16H14O6	Staphylococcus aureus	RN4220	N/A	28365326
Hesperetin	C16H14O6	Staphylococcus aureus	SA1199B	N/A	28365326
Hesperidin	C28H34O15	Escherichia coli	O157:H7	N/A	20163489
Hesperidin	C28H34O15	Vibrio harveyi	BB120	N/A	20163489
Hesperidin	C28H34O15	Yersinia enterocolitica	CECT 4315	N/A	22533445
Hesperidin	C28H34O15	Staphylococcus aureus	RN4220	N/A	28365326
Hesperidin	C28H34O15	Staphylococcus aureus	SA1199B	N/A	28365326
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	Not Specified	Penicillin-binding protein 3	1095502
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	ATCC BAA-255	Penicillin-binding protein 2B	1095502
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	ATCC BAA-255	Penicillin-binding protein 1b	1095502
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	ATCC BAA-255	Penicillin-binding protein 2a	1095502
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	ATCC BAA-255	Penicillin-binding protein 1A	1095502
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	R6	Penicillin-binding protein 2B	1095502
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	R6	Penicillin-binding protein 1b	1095502
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	R6	Penicillin-binding protein 2a	1095502
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	R6	Penicillin-binding protein 1A	1095502
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	Not Specified	Penicillin-binding protein 3	7447421
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	ATCC BAA-255	Penicillin-binding protein 2B	7447421
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	ATCC BAA-255	Penicillin-binding protein 1b	7447421
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	ATCC BAA-255	Penicillin-binding protein 2a	7447421
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	ATCC BAA-255	Penicillin-binding protein 1A	7447421
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	R6	Penicillin-binding protein 2B	7447421
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	R6	Penicillin-binding protein 1b	7447421
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	R6	Penicillin-binding protein 2a	7447421
Hetacillin	C19H23N3O4S	Streptococcus pneumoniae	R6	Penicillin-binding protein 1A	7447421
Hexachlorophene	C13H6Cl6O2	Candida albicans	SC5314	N/A	23689719
Hexameric peptide	C51H69N19O6	Escherichia coli	RP437	N/A	20097816
Hexyl gallate	C13H18O5	Enterococcus faecalis	ATCC 19433	N/A	24016798
Hexyl gallate	C13H18O5	Pseudomonas aeruginosa	ATCC 25923	N/A	24016798
Hexyl gallate	C13H18O5	Staphylococcus aureus	ATCC 25923	N/A	24016798
Hexyl gallate	C13H18O5	Staphylococcus epidermidis	ATCC 35547	N/A	24016798
Hexyl gallate	C13H18O5	Streptococcus mutans	ATCC 25175	N/A	24016798
Hinokitiol	C10H12O2	Candida albicans	ATCC 90028	N/A	28152096
Hinokitiol	C10H12O2	Candida albicans	ATCC 90029	N/A	28152096
Hinokitiol	C10H12O2	Candida albicans	KCMF 20017	N/A	28152096
Hinokitiol	C10H12O2	Candida glabrata	ATCC 90030	N/A	28152096
Hinokitiol	C10H12O2	Candida glabrata	KCMF 20161	N/A	28152096
Hinokitiol	C10H12O2	Candida guiliermondi	KCMF 20104	N/A	28152096
Hinokitiol	C10H12O2	Candida parapsilosis	ATCC 90018	N/A	28152096
Hinokitiol	C10H12O2	Candida parapsilosis	KCMF 20154	N/A	28152096
Hinokitiol	C10H12O2	Candida tropicalis	KCMF 20197	N/A	28152096
Histatin 5	C133H195N51O33	Candida albicans	Not Specified	N/A	19249746
Histatin 5	C133H195N51O33	Candida albicans	CAF4-2	N/A	24247141
Histatin 5	C133H195N51O33	Candida glabrata	931010	N/A	24247141
hLF1-11	C56H95N25O14S	Candida albicans	SC5314	N/A	27902776
hLF1-11	C56H95N25O14S	Candida albicans	CA688	N/A	27902776
hLF1-11	C56H95N25O14S	Candida albicans	CA22	N/A	27902776
hLF1-11	C56H95N25O14S	Candida albicans	CA37	N/A	27902776
Holothuroidin 1	C63H99N21O15	Pseudomonas aeruginosa	ATCC 15442	N/A	23800329
Holothuroidin 1	C63H99N21O15	Staphylococcus aureus	ATCC 25923	N/A	23800329
Holothuroidin 1	C63H99N21O15	Staphylococcus epidermidis	ATCC 35984	N/A	23800329
Holothuroidin 2	C69H109N23O18	Pseudomonas aeruginosa	ATCC 15442	N/A	23800329
Holothuroidin 2	C69H109N23O18	Staphylococcus aureus	ATCC 25923	N/A	23800329
Holothuroidin 2	C69H109N23O18	Staphylococcus epidermidis	ATCC 35984	N/A	23800329
Hsn5 12-mer	C71H109N27O14	Streptococcus mutans	ATCC 10449	N/A	16595638
Human beta-defensin 3	C50H99N25O13	Candida albicans	Not Specified	N/A	19249746
Human beta-defensin 3	C50H99N25O13	Staphylococcus epidermidis	MRSE287	N/A	23273885
Human beta-defensin 3	C50H99N25O13	Staphylococcus epidermidis	ATCC 43300	N/A	23273885
Human beta-defensin 3	C50H99N25O13	Staphylococcus aureus	ATCC 43300	N/A	26119274
Human beta-defensin 3	C50H99N25O13	Staphylococcus epidermidis	ATCC 35984	N/A	26119274
Hydnocarpin D	C25H20O9	Staphylococcus aureus	2346775	N/A	26273725
Hydrogen peroxide	H2O2	Pseudomonas aeruginosa	PAO1	N/A	24645272
Hypericin	C30H16O8	Streptococcus mutans	LMG 14558	N/A	17220400
Hyperoside	C21H20O12	Pseudomonas aeruginosa	PAO1	N/A	28810631
Ibuprofen	C13H18O2	Sphingomonas sp. Ibu-2	Not Specified	N/A	23329679
Idoxuridine	C9H11IN2O5	Human herpesvirus 1 	Not Specified	Thymidine kinase	9336833
IDR-1018	C71H126N26O12	Acinetobacter baumannii	SENTRY C8	N/A	24852171
IDR-1018	C71H126N26O12	Burkholderia cenocepacia	IIIa 4813	N/A	24852171
IDR-1018	C71H126N26O12	Escherichia coli	O157	N/A	24852171
IDR-1018	C71H126N26O12	Klebsiella pneumoniae	ATTC 13883	N/A	24852171
IDR-1018	C71H126N26O12	Pseudomonas aeruginosa	PAO1	N/A	24852171
IDR-1018	C71H126N26O12	Pseudomonas aeruginosa	PA14	N/A	24852171
IDR-1018	C71H126N26O12	Salmonella enterica	Serovar Typhimurium 14028S	N/A	24852171
IDR-1018	C71H126N26O12	Staphylococcus aureus	MRSA	N/A	24852171
IG-13	C74H131N23O17	Burkholderia pseudomallei	1026b	N/A	22005071
IG-19	C109H185N33O26	Burkholderia pseudomallei	1026b	N/A	22005071
IG-25	C137H232N42O36	Burkholderia pseudomallei	1026b	N/A	22005071
Imazalil	C14H14Cl2N2O	Candida albicans	SC5314	N/A	23689719
IMB-2	C136H199N39O28	Streptococcus mutans	UA159	N/A	21844316
Imipenem	C12H17N3O4S	Escherichia coli	K12	Penicillin-binding protein 2	3873871
Imipenem	C12H17N3O4S	Staphylococcus aureus	Not Specified	Beta-lactamase	3873871
Imipenem	C12H17N3O4S	Staphylococcus aureus	Not Specified	Beta-lactamase	6365872
Imipenem	C12H17N3O4S	Escherichia coli	K12	Penicillin-binding protein 2	11061029
Imipenem	C12H17N3O4S	Staphylococcus aureus	Not Specified	Beta-lactamase	15872249
Imipenem	C12H17N3O4S	Staphylococcus aureus	Not Specified	Beta-lactamase	16048941
Imipenem	C12H17N3O4S	Staphylococcus aureus	Not Specified	Beta-lactamase	17139284
Imipenem	C12H17N3O4S	Staphylococcus aureus	Not Specified	Beta-lactamase	17192008
Imipenem	C12H17N3O4S	Bacillus subtilis	168	Penicillin-binding protein 3	17488146
Imipenem	C12H17N3O4S	Escherichia coli	K12	Penicillin-binding protein 1A	17488146
Imipenem	C12H17N3O4S	Escherichia coli	K12	Penicillin-binding protein 1B	17488146
Imipenem	C12H17N3O4S	Escherichia coli	K12	Penicillin-binding protein 2	17488146
Imipenem	C12H17N3O4S	Bacillus subtilis	168	Penicillin-binding protein 3	18076336
Imipenem	C12H17N3O4S	Escherichia coli	K12	Penicillin-binding protein 1A	18076336
Imipenem	C12H17N3O4S	Escherichia coli	K12	Penicillin-binding protein 1B	18076336
Imipenem	C12H17N3O4S	Escherichia coli	K12	Penicillin-binding protein 2	18076336
Imperatorin	C16H14O4	Escherichia coli	O157:H7 (ATCC 43895)	N/A	23891936
Indinavir	C36H47N5O4	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	8724039
Indinavir	C36H47N5O4	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	9297727
Indinavir	C36H47N5O4	Human immunodeficiency virus	Not Specified	HIV-1 protease	17016423
Indinavir	C36H47N5O4	Human immunodeficiency virus	Not Specified	HIV-1 protease	17139284
Indinavir	C36H47N5O4	Human immunodeficiency virus	Not Specified	HIV-1 protease	17638694
Indinavir	C36H47N5O4	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	17638694
Indinavir	C36H47N5O4	Human immunodeficiency virus	Not Specified	HIV-1 protease	17849388
Indinavir	C36H47N5O4	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	17849388
Indirubin	C16H10N2O2	Pseudomonas aeruginosa	PAO1	N/A	18330563
Indol AHL	C16H18N2O3	Pseudomonas aeruginosa	PAO1	N/A	16159245
Indole	C8H7N	Escherichia coli	BW25113	N/A	18528414
Indole	C8H7N	Escherichia coli	BW25113 tnaA	N/A	18528414
Indole	C8H7N	Escherichia coli	BW25113 sdiA	N/A	18528414
Indole	C8H7N	Burkholderia cenocepacia	LMG 18828	N/A	19146953
Indole	C8H7N	Burkholderia cenocepacia	LMG 16656	N/A	19146953
Indole	C8H7N	Burkholderia multivorans	LMG 13010	N/A	19146953
Indole	C8H7N	Burkholderia multivorans	LMG 17588	N/A	19146953
Indole	C8H7N	Pseudomonas aeruginosa	PAO1	N/A	22251040
Indole	C8H7N	Pseudomonas aeruginosa	Not Specified	N/A	25287229
Indole	C8H7N	Pantoea agglomerans	YS19	N/A	26923129
Indole	C8H7N	Acinetobacter oleiovorans	DR1	N/A	28251783
Indole	C8H7N	Escherichia coli	K-12	N/A	28251783
Indole	C8H7N	Escherichia coli	O157:H7	N/A	28251783
Indole	C8H7N	Vibrio anguillarum	NB10	N/A	28251783
Indole	C8H7N	Vibrio campbellii	ATCC BAA-1116	N/A	28251783
Indole-3-acetaldehyde	C10H9NO	Pseudomonas aeruginosa	PAO1	N/A	22251040
Indole-3-acetamide	C10H10N2O	Pseudomonas aeruginosa	PAO1	N/A	22251040
Indole-3-acetamide	C10H10N2O	Vibrio campbellii	ATCC BAA-1116	N/A	28251783
Indole-3-acetic acid	C10H9NO2	Vibrio campbellii	ATCC BAA-1116	N/A	28251783
Indole-3-carboxyaldehyde	C9H7NO	Pseudomonas aeruginosa	PAO1	N/A	22251040
Indole-3-carboxyaldehyde	C9H7NO	Vibrio cholerae	VCO1	N/A	26939983
Indole-7-carboxylic acid	C9H7NO2	Pseudomonas aeruginosa	PAO1	N/A	22251040
Indolicidin	C100H131N25O14	Pseudomonas aeruginosa	PAO1	N/A	18591225
Indolicidin	C100H131N25O14	Staphylococcus aureus	ATCC 43300	N/A	23070152
Ionic silver	Ag	Staphylococcus aureus	RN1HG	N/A	23490006
Irinotecan	C33H38N4O6	Escherichia coli	Not Specified	N/A	8706020
Isatin	C8H5NO2	Pseudomonas aeruginosa	PAO1	N/A	22251040
Isobutanol	C4H10O	Candida albicans	ATCC 90028	N/A	24688528
